case_id,description,hc,co,co2,o2,nox,lambda_analyser,stft_b1,ltft_b1,stft_b2,ltft_b2,obd_lambda,o2_upstream_classification,o2_downstream_voltage,map,maf,rpm,ect,vehicle_speed,fuel_pressure,dtcs,ff_ect,ff_rpm,ff_load,ff_map,ff_stft_b1,ff_ltft_b1,ff_dtcs,engine_temp,primary_symptom,fuel_type,induction_type,altitude_band,emission_class,mileage_bracket,oil_consumption,ignition_age,bank_config,expected_top_fault,expected_top_fault_family,expected_state,expected_confidence_min,expected_confidence_max,expected_demotion_note_contains,expected_perception_gap,reasoning,hc_2500,co_2500,co2_2500,o2_2500,nox_2500,lambda_2500
EXT-201,PCV hose cracked; lean at idle clears at 2500 RPM. Trims drop from +20% to +3% at speed. FF confirms idle-speed fault,60,0.02,12.0,4.5,280,1.22,20,18,,,1.18,,,,3.2,,,,,P0171,92,750,18,,,,,normal,,petrol,,,,,,,single,Vacuum_Leak_PCV_Hose_Idle_Only,lean_condition,named_fault,0.73,0.93,,false,"HC 60 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.02%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4.5%: severe lean / large misfire / air leak (>4%). NOx 280 ppm: moderate idle/light-load combustion temperature. λ 1.22: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",25,0.18,14.2,0.5,120,1.02
EXT-202,Idle-only lean; intake manifold gasket leak seals as manifold expands with heat. Trims normalise above 2000 RPM,55,0.03,11.8,4.8,300,1.25,22,20,,,1.20,,,,2.8,,,,,P0171,90,720,15,,,,,normal,,petrol,,,,,,,single,Vacuum_Leak_Intake_Manifold_Gasket,lean_condition,named_fault,0.73,0.93,,false,"HC 55 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.03%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.8%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4.8%: severe lean / large misfire / air leak (>4%). NOx 300 ppm: moderate idle/light-load combustion temperature. λ 1.25: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",20,0.02,14.5,0.4,90,1.01
EXT-203,Rich at 2500 RPM only; injector O-ring leaks under fuel-rail pressure pulsation at higher flow. Idle trims near zero,30,0.08,14.0,0.4,55,1.01,-15,-12,,,0.95,,,,-,,,,,P0172,91,2800,75,,,,,normal,,petrol,,,,,,,single,Fuel_Delivery_Rich_Leaking_Injector_O_Ring,rich_mixture,named_fault,0.70,0.90,,false,"HC 30 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.08%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14%: healthy without-cat reference (13–14.5%). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 55 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03).",220,1.8,12.5,0.9,35,0.94
EXT-204,"Fuel filter partially clogged; idle fuel demand met, but at 2500 RPM flow restriction causes lean condition. LTFT rises with load",25,0.06,14.5,0.3,40,1.0,12,14,,,1.08,,,,4.1,,,,,P0171,90,3100,68,,,,,normal,,petrol,,,,,,,single,Fuel_Delivery_Restricted_Fuel_Filter_Lean_High_RPM,lean_condition,named_fault,0.67,0.87,,true,"HC 25 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.06%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 40 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03); OBD λ=1.08 (Δ=-0.08) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7).",150,0.4,13.0,1.8,65,1.05
EXT-205,"Fuel pump worn; idle pressure okay, but under sustained 2500 RPM load, rail pressure drops, causing progressive lean condition",18,0.05,14.8,0.3,35,1.0,8,10,,,1.06,,,,3.8,,,,,P0171,89,2700,62,,,,,normal,,petrol,,,,,,,single,Fuel_Delivery_Failing_Fuel_Pump_Voltage_Droop,lean_condition,named_fault,0.67,0.87,,false,"HC 18 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.8%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 35 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",100,0.3,13.5,1.5,55,1.04
EXT-206,EVAP purge valve stuck open; fuel vapours flood intake at cruise. Idle nearly normal due to lower purge flow. Rich only at 2500 RPM,50,0.15,13.0,0.5,60,1.02,-18,-10,,,0.94,,,,-,,,,,P0172,88,2900,72,,,,,normal,,petrol,,,,,,,single,EVAP_Purge_Valve_Stuck_Open_Load_Rich,lean_condition,named_fault,0.70,0.90,,true,"HC 50 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.15%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13%: healthy without-cat reference (13–14.5%). O2 0.5%: typical pre-cat residual (0.5–1.5%). NOx 60 ppm: low — rich quench or idle without thermal load. λ 1.02: in the catalyst window (0.97–1.03); OBD λ=0.94 (Δ=+0.08) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7).",250,2.2,11.5,0.6,30,0.93
EXT-207,"Cat clogged; at idle low exhaust volume passes, CO2=14.5. At 2500 RPM backpressure rises, CO2 drops to 10.5, O2 rises to 5.5. Lambda drifts lean from pumping loss",35,0.1,14.5,0.4,50,1.01,10,8,,,1.12,,,,-,,,,,P0420,92,2500,55,,,,,normal,,petrol,,,,,,,single,Clogged_Catalytic_Converter_Flow_Restriction,catalyst_failure,named_fault,0.73,0.93,,true,"HC 35 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 50 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03); OBD λ=1.12 (Δ=-0.11) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7).",45,0.08,10.5,5.5,450,1.28
EXT-208,Melted cat core; flow restriction causes CO2 collapse at 2500 RPM (8.5%). NOx spike from elevated combustion temps. Backpressure >5 psi at 2500,20,0.08,14.8,0.3,40,1.0,8,6,,,1.10,,,,-,,,,,P0420,93,2600,58,,,,,normal,,petrol,,,,,,,single,Catalyst_Melted_Substrate_Exhaust_Restriction,catalyst_failure,named_fault,0.70,0.90,,true,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.08%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.8%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 40 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03); OBD λ=1.1 (Δ=-0.10) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7).",30,0.05,8.5,7.0,800,1.4
EXT-209,"Retarded cam at idle: HC=350, CO2 depressed. Trims mildly negative. At 2500 RPM phaser catches up, emissions nearly normalise. VVT solenoid resistance drifted",350,0.5,12.5,1.0,55,1.03,-5,-8,,,0.97,,,,-,,,,,P0011,90,850,20,,,,,normal,,petrol,,,,,,,single,Cam_Timing_Retard_VVT_Phaser_Lag,cam_timing,named_fault,0.70,0.90,,false,"HC 350 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1%: typical pre-cat residual (0.5–1.5%). NOx 55 ppm: low — rich quench or idle without thermal load. λ 1.03: in the catalyst window (0.97–1.03).",40,0.2,13.8,0.5,80,1.01
EXT-210,"Over-advanced cam at idle: HC elevated, CO2 depressed. Trims negative. At 2500 RPM, cam returns to normal range. Cold rattle on start",400,0.6,12.0,1.2,48,1.05,-3,-5,,,0.98,,,,-,,,,,P0012,91,800,18,,,,,cold,,petrol,,,,,,,single,Cam_Timing_Advance_VVT_Phaser_Stuck,cam_timing,named_fault,0.67,0.87,,false,"HC 400 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.6%: mild rich / pre-cat normal (0.5–1.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.2%: typical pre-cat residual (0.5–1.5%). NOx 48 ppm: low — rich quench or idle without thermal load. λ 1.05: lean (≥1.05) — Brettschneider chemistry.",60,0.15,13.8,0.4,70,1.01
EXT-211,"EGR valve stuck wide open at idle; HC>1800, NOx<20 (key discriminator). At 2500 RPM EGR dilutes less relative to total charge, HC drops to 250, NOx rises to 150",1800,1.8,12.5,1.2,15,0.99,-2,-2,,,0.99,,,,-,,,,,P0401,88,780,22,,,,,normal,,petrol,,,,,,,single,EGR_Stuck_Open_Idle_Rough,lean_condition,named_fault,0.80,0.99,,false,"HC 1800 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 1.8%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.2%: typical pre-cat residual (0.5–1.5%). NOx 15 ppm: low — rich quench or idle without thermal load. λ 0.99: in the catalyst window (0.97–1.03).",250,0.2,12.3,1.5,150,0.99
EXT-212,EGR seized open; NOx near zero at idle. Cold-start stall tendency. At 2500 RPM idle smooths but HC remains elevated. EGR exhaust passage carbon-packed,1950,2.0,12.2,1.4,12,0.99,-3,-3,,,0.98,,,,-,,,,,P0401,85,720,20,,,,,cold,stalls,petrol,,,,,,,single,EGR_Valve_Seized_Open_Cold_Start_Stall,lean_condition,named_fault,0.80,0.99,,false,"HC 1950 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 2%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 12.2%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.4%: typical pre-cat residual (0.5–1.5%). NOx 12 ppm: low — rich quench or idle without thermal load. λ 0.99: in the catalyst window (0.97–1.03).",280,0.3,12.2,1.5,130,0.98
EXT-213,Cat working marginally at idle; at 2500 RPM NOx>1000 indicates catalyst incapable of reducing NOx under load. CO2 drop+O2 rise confirms flow restriction,40,0.08,14.5,0.3,35,1.01,5,4,,,1.10,,,,4.0,,,,,P0420,90,2550,60,,,,,normal,,petrol,,,,,,,single,Dead_Catalyst_NOx_Breakthrough_2500RPM,catalyst_failure,named_fault,0.70,0.90,,true,"HC 40 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.08%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 35 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03); OBD λ=1.1 (Δ=-0.09) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7).",50,0.06,11.0,4.2,1100,1.22
EXT-214,"Brake booster diaphragm intermittent leak; vacuum leak only when brake pedal depressed. FF captured at idle, 0 km/h, low load. Trims spike on brake application",90,0.04,11.5,4.5,300,1.22,16,14,,,1.18,,,,-,,,,,P0171,88,730,20,,,,,normal,,petrol,turbo,,,,,,single,Intake_Vacuum_Leak_Brake_Booster_Diaphragm,lean_condition,named_fault,0.65,0.85,,false,"HC 90 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.04%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4.5%: severe lean / large misfire / air leak (>4%). NOx 300 ppm: moderate idle/light-load combustion temperature. λ 1.22: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",45,0.03,13.5,0.6,140,1.03
EXT-215,"Throttle body gasket weeping; trims +18% idle, drop to +3% at 2500. FF=idle confirms idle-only leak. Carb cleaner test positive at TB flange",85,0.05,11.0,5.0,310,1.26,18,15,,,1.20,,,,-,,,,,P0171,91,740,16,,,,,normal,,petrol,,,,,,,single,Intake_Vacuum_Leak_Throttle_Body_Gasket,lean_condition,named_fault,0.67,0.87,,false,"HC 85 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 5%: severe lean / large misfire / air leak (>4%). NOx 310 ppm: moderate idle/light-load combustion temperature. λ 1.26: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",45,0.2,13.5,0.6,140,1.03
EXT-216,Cold start at ECT=45°C; open-loop enrichment. STFT and LTFT both -25% (normal cold-start fuel trim authority). Confirmed warm-up phase; not a fault,650,5.5,11.0,0.2,15,0.82,-25,-25,,,0.78,,,,-,,,,,P0172,45,900,18,,,,,cold,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,false,"HC 650 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 5.5%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 11%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 15 ppm: low — rich quench or idle without thermal load. λ 0.82: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
EXT-217,Thermostat stuck open; ECT=62°C after 20-minute drive. ECU remains in warm-up enrichment. P0128 set at steady 45 km/h cruise. HC up from persistent enrichment,220,0.6,13.0,0.5,50,0.98,-10,-8,,,0.96,,,,-,,,,,P0128,62,1800,35,,,,,cold,,petrol,,,,,,,single,Thermostat_Stuck_Open_ECT_62C_Rich,rich_mixture,named_fault,0.73,0.93,,false,HC 220 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.6%: mild rich / pre-cat normal (0.5–1.5%). CO2 13%: healthy without-cat reference (13–14.5%). O2 0.5%: typical pre-cat residual (0.5–1.5%). NOx 50 ppm: low — rich quench or idle without thermal load. λ 0.98: in the catalyst window (0.97–1.03).,,,,,,
EXT-218,Dirty MAF sensor under-reports airflow; ECU under-fuels. Physical lean (λ=1.15 gas). LTFT+16%. FF at 2200 RPM cruise. MAF=2.4 g/s at idle (expected ~3.5),70,0.08,13.0,2.5,250,1.15,14,16,,,1.12,,,,2.4,,,,,P0171,88,2200,45,,,,,normal,,petrol,,,,,,,single,MAF_Underreport_Dirty_HotFilm,lean_condition,named_fault,0.71,0.91,,false,"HC 70 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.08%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13%: healthy without-cat reference (13–14.5%). O2 2.5%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 250 ppm: moderate idle/light-load combustion temperature. λ 1.15: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
EXT-219,"MAF over-reporting (7.2 g/s at hot idle vs expected 3.5). ECU adds excess fuel; gas confirms rich (λ=0.91). Trims maxed negative. MAF replaced, problem resolved",150,2.8,14.0,0.2,25,0.91,-20,-15,,,0.85,,,,7.2,,,,,P0172,88,800,25,,,,,normal,,petrol,,,,,,,single,MAF_Overreport_Faulty_Sensor_Element,sensor_fault,named_fault,0.67,0.87,,false,"HC 150 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 2.8%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 14%: healthy without-cat reference (13–14.5%). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 25 ppm: low — rich quench or idle without thermal load. λ 0.91: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
EXT-220,"Perfect baseline with freeze frame data. FF captured at hot idle: ECT=89°C, LOAD=15%, RPM=720. All PIDs nominal",12,0.1,15.2,0.2,30,1.0,0,0,,,1.0,,,,3.6,,,,,,89,720,15,,,,,normal,,petrol,,,,,,,single,no_fault,no_fault,insufficient_evidence,0.0,0.35,,false,"HC 12 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.2%: at or near the efficient ceiling (≥14.5% with cat). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 30 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXT-221,"Truth-vs-Perception override: physical rich (λ=0.88 gas), ECU perceives lean (λ=1.15 OBD). FF confirms idle-speed fault (RPM=800, LOAD=22%)",150,3.5,13.0,0.4,40,0.88,25,15,,,1.15,,,,-,,,,,P0171,88,800,22,,,,,normal,,petrol,,,,,,,single,ECU_Logic_Inversion_False_Lean_FF_Idle,ecu_fault,named_fault,0.75,0.95,,true,"HC 150 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 3.5%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 13%: healthy without-cat reference (13–14.5%). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 40 ppm: low — rich quench or idle without thermal load. λ 0.88: rich (≤0.95) — chemistry says excess fuel; OBD λ=1.15 (Δ=-0.27) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7). Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
EXT-222,"Low compression on 3 cylinders; acceptable idle, but under load (FF: 3100 RPM, 78% LOAD) CO2 drops, HC rises. FF confirms load-dependent fault",450,0.5,12.5,1.5,45,1.04,5,3,,,1.05,,,,-,,,,,,91,3100,78,,,,,normal,,petrol,,,,,,,single,Mechanical_Wear_Low_Compression_Multi_Cylinder_FF_HighLoad,mechanical_wear,named_fault,0.67,0.87,,false,"HC 450 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.5%: typical pre-cat residual (0.5–1.5%). NOx 45 ppm: low — rich quench or idle without thermal load. λ 1.04: borderline lean (1.03–1.05).",450,0.5,12.5,1.5,45,1.04
EXT-223,"Worn rings; HC elevated at idle. FF=idle (850 RPM, 22% LOAD). At 2500 RPM HC drops as ring seal improves with higher cylinder pressure. Oil consumption confirmed",800,0.8,12.0,1.8,35,1.05,3,2,,,1.0,,,,-,,,,,,90,850,22,,,,,normal,,petrol,,,,,high,,single,Mechanical_Wear_Worn_Piston_Rings_FF_Idle,mechanical_wear,named_fault,0.65,0.85,,false,"HC 800 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.8%: mild rich / pre-cat normal (0.5–1.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.8%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 35 ppm: low — rich quench or idle without thermal load. λ 1.05: lean (≥1.05) — Brettschneider chemistry.",200,0.3,12.5,1.2,50,1.02
EXT-224,Head gasket breach between cylinders 3-4; combustion pressure cross-talk. FF captured at 2200 RPM cruise. Coolant consumption + white smoke on cold start,950,1.2,10.5,3.2,30,1.17,7,4,,,1.10,,,,-,,,,,P0300,90,2200,65,,,,,cold,,petrol,,,,,high,,single,Head_Gasket_Failure_FF_Cruise,mechanical_wear,named_fault,0.70,0.90,,false,"HC 950 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 1.2%: mild rich / pre-cat normal (0.5–1.5%). CO2 10.5%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 3.2%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 30 ppm: low — rich quench or idle without thermal load. λ 1.17: lean (≥1.05) — Brettschneider chemistry. Pattern: HC↑ + O2↑ + CO↑ → rich misfire (rule 3): fuel dumped, partial burn.",,,,,,
EXT-225,"P0300 set at cold start (FF: ECT=20°C, RPM=800). Engine stumble during cold enrichment. Gas perfect once warm. FF cold-ECT gates diagnosis away from mechanical misfire",120,0.5,13.5,0.8,80,1.02,3,1,,,1.0,,,,-,,,,,P0300,20,800,20,,,,,cold,running_rough,petrol,,,,,,,single,Ghost_Misfire_Cold_ECT_FF,misfire,named_fault,0.80,0.99,,true,HC 120 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 0.8%: typical pre-cat residual (0.5–1.5%). NOx 80 ppm: low — rich quench or idle without thermal load. λ 1.02: in the catalyst window (0.97–1.03).,,,,,,
